,Age,DailyAchievement,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyAchievement,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyAchievement,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Incentive,RemoteWork
1003,32,374,25,4,1,87,3,1,4,2795,18016,1,18,3,3,0,1,2,1,1,0,0,1,1397,5
1004,28,1217,1,3,3,67,3,1,1,3591,12719,1,19,4,3,1,3,3,3,3,2,1,2,1795,2
1005,28,467,7,3,3,55,3,2,1,4898,11827,0,8,3,4,0,5,5,3,4,2,1,3,2449,2
1006,37,1040,2,2,3,100,2,2,4,5163,15850,5,8,3,4,1,17,2,4,1,0,0,0,2581,4
1007,31,1125,1,3,4,48,1,2,1,5003,5771,1,15,4,2,0,10,6,3,10,8,8,7,768,2
1008,56,1240,9,3,1,63,3,1,3,2942,12154,2,13,4,2,1,18,4,3,5,4,0,3,1471,4
1009,40,989,4,1,4,46,3,5,3,19033,6499,1,8,3,2,1,21,2,3,20,8,9,9,0,2
1010,50,328,1,3,3,86,2,1,3,3690,3425,2,9,3,4,1,5,2,2,3,2,0,2,0,3
1011,30,1176,20,3,3,85,3,2,1,9957,9096,0,9,3,3,1,7,1,2,6,2,0,2,0,4
1012,36,922,3,2,1,39,3,1,4,2835,2561,5,16,4,1,1,7,2,3,1,0,0,0,0,4
1013,31,1222,11,4,4,48,3,1,4,2356,14871,3,13,4,2,1,8,2,3,6,4,0,2,1178,3
1014,45,364,25,3,2,83,3,5,2,18061,13035,3,16,4,3,0,22,4,3,0,0,0,0,0,5
1015,39,613,6,1,4,42,2,3,1,9991,21457,4,9,3,1,1,9,5,3,7,7,1,7,4995,1
1016,30,305,16,3,3,58,4,2,3,5294,9128,3,10,3,3,1,10,3,3,7,0,1,7,2647,5
1017,33,867,8,4,4,90,4,1,1,3143,6076,6,13,4,2,1,14,1,3,10,8,7,6,1571,2
1018,39,1132,1,3,3,48,4,3,4,9613,10942,0,11,3,1,3,19,5,2,18,10,3,7,1329,3
1019,32,1125,16,1,2,72,1,1,1,3919,4681,1,16,4,2,0,10,5,3,10,2,6,7,762,3
1020,30,1312,2,4,4,78,2,1,1,4968,26427,0,10,3,4,0,10,2,3,9,7,0,7,2484,1
1021,22,457,26,2,2,85,2,1,3,2814,10293,1,8,3,2,0,4,2,2,4,2,1,3,1407,5
1022,45,1339,7,3,2,59,3,3,1,9724,18787,2,11,3,3,1,25,2,3,1,0,0,0,4862,1
1023,59,1420,2,4,3,32,2,5,4,18844,21922,9,15,4,4,1,30,3,3,3,2,2,2,3078,5
1024,37,319,4,4,1,41,3,1,4,2793,2539,4,11,3,3,1,13,2,3,9,8,5,8,0,5
1025,26,786,7,3,4,76,3,1,4,2570,11925,1,14,4,3,0,7,5,3,7,7,5,7,1285,4
1026,49,1261,7,3,2,31,2,3,3,10965,12066,8,18,4,3,0,26,2,3,5,2,0,0,1101,4
1027,27,1134,16,4,3,37,3,1,2,2811,12086,9,8,3,2,1,4,2,3,2,2,2,2,1405,3
1028,35,1349,7,2,3,63,2,1,4,2690,7713,1,12,3,4,1,1,5,2,1,0,0,1,1345,3
1029,56,206,8,4,4,99,3,5,2,19717,4022,6,8,3,1,0,36,4,3,7,3,7,7,0,4
1030,29,906,10,3,4,92,2,1,1,2404,11479,6,14,4,3,0,3,5,3,0,0,0,0,1202,3
1031,28,1496,1,3,1,92,3,1,3,2909,15747,3,9,3,4,1,5,3,4,3,2,1,2,1454,2
1032,25,867,19,2,3,36,2,1,2,2413,18798,1,12,3,3,3,1,2,3,1,0,0,0,1206,3
1033,56,1162,24,2,1,97,3,1,4,2587,10261,1,10,3,4,0,5,3,3,4,2,1,0,1293,0
1034,31,655,7,4,4,48,3,2,4,5915,9528,3,16,4,4,1,10,3,2,7,7,1,7,2957,5
1035,55,436,2,1,3,37,3,2,4,5160,21519,4,10,3,3,0,12,3,2,9,7,7,3,2580,4
1036,28,103,24,3,3,50,2,1,3,2028,12947,5,8,3,2,0,6,4,3,4,2,0,3,1014,0
1037,28,329,24,3,3,51,3,1,2,2408,7324,1,11,3,3,3,1,3,3,1,1,0,0,1204,4
1038,19,528,22,1,4,50,3,1,3,1675,26820,1,13,4,4,0,0,2,2,0,0,0,0,837,4
1039,37,309,10,4,4,88,2,2,4,6694,24223,2,8,3,3,3,8,5,3,1,0,0,0,3347,4
1040,46,945,5,2,2,80,3,2,2,5021,10425,8,16,4,4,1,16,2,3,4,2,0,2,2510,3
1041,29,468,28,4,4,73,2,1,1,3785,8489,1,8,3,2,0,5,3,1,5,4,0,4,1892,3
1042,26,265,29,2,2,79,1,2,1,4969,21813,8,12,3,4,0,7,6,3,2,2,2,2,2484,3
1043,38,1180,29,1,2,70,3,2,1,6673,11354,7,13,4,2,0,17,2,3,1,0,0,0,3336,0
1044,32,976,26,4,3,100,3,2,4,4465,12069,0,12,3,1,0,4,2,3,3,2,2,2,2232,5
1045,43,1001,7,3,3,43,3,3,1,9985,9262,8,10,3,1,1,10,1,2,1,0,0,0,0,2
1046,32,234,1,4,2,68,2,1,2,2269,18024,0,8,3,2,1,3,2,3,2,2,2,2,1134,2
1047,30,855,7,4,4,73,3,2,1,4779,12761,7,8,3,2,2,8,3,3,3,2,0,2,2389,2
1048,41,582,28,4,1,60,2,4,2,13570,5640,0,17,4,3,1,21,3,3,20,7,0,10,0,4
1049,33,1141,1,3,3,42,4,2,1,5376,3193,2,13,4,1,2,10,3,3,5,3,1,3,0,2
1050,31,1154,2,2,1,54,3,1,3,3067,6393,0,13,4,3,1,3,1,3,2,2,1,2,1533,3
1051,29,1210,2,3,1,78,2,2,2,6644,3687,2,13,4,2,2,10,2,3,0,0,0,0,0,3
1052,31,325,5,3,2,74,3,2,1,9936,3787,0,13,4,2,0,10,2,3,9,4,1,7,0,3
1053,22,1230,1,2,4,33,2,2,4,4775,19146,6,16,4,1,2,4,2,1,2,2,2,2,2387,4
1054,34,735,22,4,3,86,2,2,4,5747,26496,1,9,3,2,0,16,3,3,15,10,6,11,2873,4
1055,38,322,7,2,1,44,4,2,1,5605,19191,1,18,4,3,1,8,3,3,8,0,7,7,2802,3
1056,34,1065,23,4,2,72,3,2,3,4568,10034,0,14,4,3,0,10,2,3,9,5,8,7,2284,5
1057,26,703,28,2,1,66,3,2,2,6272,7428,1,14,4,4,2,6,5,4,5,3,1,4,1156,5
1058,38,216,23,3,4,44,2,3,3,9526,8787,0,15,4,2,0,10,2,3,9,7,1,8,0,4
1059,53,1219,2,4,1,78,2,4,4,15427,22021,2,10,3,3,0,31,3,3,25,8,3,7,6594,2
1060,32,1093,6,4,2,87,3,2,3,5010,24301,1,10,3,1,0,12,0,3,11,8,5,7,2505,2
1061,50,1099,29,4,2,88,2,4,3,17046,9314,0,9,3,2,1,28,2,3,27,10,15,7,0,5
1062,44,477,7,4,1,42,2,3,4,10248,2094,3,8,3,4,1,24,4,3,22,6,5,17,0,3
1063,31,140,12,1,3,95,3,1,4,3929,6984,8,17,4,3,1,7,0,3,4,2,0,2,1964,5
1064,38,364,3,5,4,32,3,2,3,4317,2302,3,14,4,2,0,19,2,3,3,2,2,2,0,3
1065,40,302,6,3,2,75,3,4,3,13237,20364,7,9,3,3,0,22,3,3,20,6,5,13,6618,3
1066,30,721,1,2,3,58,3,2,4,4011,10781,1,17,4,4,0,12,2,3,12,8,3,7,2005,4
1067,49,722,25,4,3,84,3,1,1,3211,22102,1,8,3,4,1,10,3,2,9,6,1,4,1605,4
1068,38,130,2,2,4,32,3,3,2,7351,20619,7,10,3,3,0,10,2,3,1,0,0,0,3675,2
1069,58,1145,9,3,2,75,2,1,2,3346,11873,4,14,4,2,1,9,3,2,1,0,0,0,1673,3
1070,20,129,4,3,1,84,3,1,1,2973,13008,1,13,4,2,0,1,2,3,1,0,0,0,1486,2
1071,45,974,1,4,4,91,3,1,4,2270,11005,3,8,3,4,2,8,2,3,5,3,0,2,1135,3
1072,27,511,2,2,1,89,4,2,3,6500,26997,0,8,3,2,0,9,5,2,8,7,0,7,3250,2
1073,37,1373,2,2,4,92,2,1,3,2090,2396,6,9,3,2,0,7,3,3,0,0,0,0,306,2
1074,32,604,8,3,3,56,4,2,4,6209,11693,1,9,3,3,2,10,4,4,10,7,0,8,3104,3
1075,37,663,11,3,2,47,3,3,4,12185,10056,1,8,4,3,3,10,1,3,10,8,0,7,0,5
1076,50,869,3,2,1,86,2,1,3,2683,3810,1,8,3,3,0,3,2,3,3,2,0,2,1127,2
1077,36,318,9,3,4,79,2,1,3,3388,21777,0,11,3,1,1,2,0,2,1,0,0,0,1694,2
1078,32,430,24,4,1,80,3,2,4,5309,21146,1,9,3,4,2,10,2,3,10,8,4,7,2654,5
1079,37,1063,25,5,2,72,3,2,3,4449,23866,3,9,3,1,2,15,2,3,13,11,10,7,2224,5
1080,47,1162,1,1,3,98,3,3,2,11957,17231,0,12,3,1,2,14,3,1,13,8,5,12,5274,2
1081,58,350,2,3,2,52,3,4,2,16291,22577,4,16,4,4,1,37,0,2,16,9,14,14,6286,2
1082,40,611,7,4,2,88,3,5,2,19833,4349,1,8,3,2,0,21,3,2,21,8,12,8,0,2
1083,32,529,2,3,4,78,3,1,1,2439,11288,1,8,3,4,0,4,4,3,4,2,1,2,1219,1
1084,41,840,9,3,1,64,3,5,3,19419,3735,2,11,3,2,1,21,2,4,18,16,0,11,0,4
1085,54,971,1,3,4,54,3,4,4,17328,5652,6,13,4,4,0,29,3,2,20,7,12,7,0,4
1086,30,438,18,3,1,75,3,1,3,2632,23910,1,8,3,3,0,5,4,2,5,4,0,4,1316,3
1087,26,1096,6,3,3,61,4,1,4,2544,7102,0,12,3,1,1,8,3,3,7,7,7,7,1272,2
1088,39,867,9,2,1,87,3,2,1,5151,12315,1,19,4,4,1,10,3,3,10,0,7,9,2575,2
1089,27,894,9,3,4,99,3,1,2,2279,11781,1,10,3,4,0,7,2,2,7,7,0,3,1139,4
1090,29,1246,19,3,3,77,2,2,3,8620,23757,1,8,3,3,2,10,3,3,10,7,0,4,4310,5
1091,34,296,6,2,4,33,1,1,3,2351,12253,0,10,3,4,1,3,3,2,2,2,1,0,1175,3
1092,33,461,13,1,2,53,3,1,4,3452,17241,3,12,3,1,0,5,4,3,3,2,0,2,1726,5
1093,36,660,15,3,1,81,3,2,3,4834,7858,7,8,3,2,1,9,3,2,1,0,0,0,2417,4
1094,42,319,24,3,4,56,3,3,1,7406,6950,1,15,4,4,1,10,5,2,10,9,5,8,0,4
1095,43,177,8,3,1,55,3,2,2,4765,23814,4,15,4,3,1,4,2,4,1,0,0,0,2382,4
1096,34,1153,1,2,1,94,3,2,2,4325,17736,1,9,3,3,0,5,2,3,5,2,1,3,2162,2
1097,41,1276,2,5,2,91,3,4,1,16595,5626,7,10,3,2,1,22,2,3,18,16,11,8,0,1
1098,34,1111,8,2,3,93,3,2,1,6500,13305,5,11,3,2,1,6,1,3,3,2,1,2,3250,3
1099,31,697,10,3,3,40,3,3,3,11031,26862,4,14,4,3,1,13,2,4,11,7,4,8,5515,4
1100,35,1199,18,4,3,80,3,2,3,5689,24594,1,8,3,4,2,10,2,4,10,2,0,2,2844,3
1101,36,1174,3,4,1,99,3,2,2,9278,20763,3,10,3,4,0,15,3,3,5,4,0,1,4639,3
1102,39,1251,21,4,1,32,1,2,3,5736,3987,6,13,4,3,1,10,1,3,3,2,1,2,0,5
1103,42,810,23,5,1,44,3,4,4,15992,15901,2,8,3,2,0,16,2,3,1,0,0,0,0,5
1104,49,1002,18,4,4,92,3,2,4,6804,23793,1,9,3,1,2,7,0,3,7,7,1,7,3402,5
1105,51,1456,1,4,1,30,2,3,1,7484,25796,3,14,4,3,0,23,1,2,13,12,12,8,3742,2
1106,60,696,7,4,2,52,4,2,4,5220,10893,0,12,3,2,1,12,3,3,11,7,1,9,2610,4
1107,43,313,21,3,4,61,3,1,4,2258,15238,7,14,4,1,1,8,1,3,3,2,1,2,1129,5
1108,29,1082,9,4,4,43,3,1,3,2974,25412,9,11,3,3,1,9,2,3,5,3,1,2,1487,3
1109,49,279,8,1,3,61,2,2,2,5130,24907,1,17,4,4,1,10,3,3,10,7,1,7,2565,3
1110,33,267,21,3,2,79,4,1,2,2028,13637,1,12,3,4,3,14,6,3,14,11,2,13,1014,3
1111,27,829,8,1,3,84,3,2,4,4342,24008,0,13,4,2,1,5,3,3,4,2,1,1,2171,4
1112,30,1240,9,3,3,48,3,2,4,6347,13982,0,13,4,4,0,12,2,1,11,9,4,7,3173,5
1113,38,330,17,1,3,65,2,3,3,8823,24608,0,12,3,1,1,20,4,2,19,9,1,9,4411,3
1114,42,201,1,4,2,95,3,1,1,2576,20490,3,10,3,2,1,8,5,3,5,2,1,2,1288,2
1115,36,217,18,4,1,78,3,2,4,7779,23238,2,14,4,1,0,18,0,3,11,9,0,9,3889,4
1116,46,1485,18,3,3,87,3,2,3,4810,26314,2,8,3,3,1,19,5,2,10,7,0,8,2405,4
1117,42,355,10,4,3,38,3,1,3,2936,6161,3,16,4,2,2,10,1,2,6,3,3,3,1468,5
1118,35,950,7,3,3,59,3,3,3,10221,18869,3,15,4,2,0,17,3,4,8,5,1,6,5110,3
1119,32,379,5,2,2,48,3,2,2,6524,8891,1,8,3,4,1,10,3,3,10,8,5,3,2367,3
1120,36,427,8,3,1,63,4,3,1,11713,20335,9,8,3,1,1,10,2,3,8,7,0,5,5856,3
1121,50,691,2,3,3,64,3,4,3,17639,6881,5,10,3,4,0,30,3,3,4,3,0,3,0,3
1122,33,827,29,4,1,54,2,2,3,4508,3129,1,16,3,2,0,14,4,3,13,7,3,8,0,0
1123,27,1291,11,3,3,98,4,1,4,2534,6527,8,8,3,2,1,5,4,3,1,0,0,0,1267,5
1124,29,746,24,3,3,45,4,1,1,1091,10642,1,11,3,4,0,1,3,3,1,0,0,0,545,3
1125,36,1396,5,2,4,62,3,2,2,5914,9945,8,10,3,4,0,16,3,4,13,11,3,7,2957,2
1126,49,465,6,1,3,41,2,4,3,13966,11652,2,13,4,2,1,30,3,3,15,11,2,12,0,4
1127,22,1368,4,1,3,99,2,1,3,3894,9129,5,10,3,3,0,4,3,3,2,2,1,2,1947,3
1128,44,986,8,4,1,62,4,1,4,2818,5044,2,18,3,3,1,10,2,2,3,2,0,2,1409,4
1129,35,944,1,3,3,92,3,3,3,8789,9096,1,8,3,1,0,10,3,4,10,7,0,8,307,3
1130,53,238,1,1,4,34,3,2,1,8381,7507,7,14,3,4,0,18,2,4,14,7,8,10,0,2
1131,27,486,8,3,2,86,4,1,3,3517,22490,7,11,3,1,0,5,0,3,3,2,0,2,1758,4
1132,25,1382,8,2,1,85,3,2,3,4907,13684,0,16,4,2,1,6,3,2,5,3,0,4,2453,3
1133,27,1157,17,3,3,51,3,1,2,3058,13364,0,10,3,4,1,6,3,2,5,2,1,1,1529,3
1134,33,134,2,3,3,90,3,1,4,2500,10515,0,8,3,1,0,4,2,4,3,1,0,2,1250,5
1135,33,1283,2,3,4,62,3,2,2,5147,10697,8,9,3,4,0,13,2,2,11,7,1,7,2573,3
1136,53,1436,6,2,2,34,3,2,3,2306,16047,2,14,3,4,1,13,3,1,7,7,4,5,1153,3
1137,38,397,2,2,4,54,2,3,3,7756,14199,3,13,4,4,1,10,6,4,5,4,0,2,3878,2
1138,42,462,14,2,3,68,2,2,3,6244,7824,7,11,3,1,0,10,6,3,5,4,0,3,1580,4
1139,26,575,1,2,1,71,1,1,4,4364,5288,3,8,3,1,1,5,2,3,2,2,2,0,924,3
1140,45,1329,2,2,4,59,2,2,4,5770,5388,1,13,4,1,2,10,3,3,10,7,3,9,0,4
1141,25,1356,10,4,3,57,3,2,4,4950,20623,0,8,3,2,0,5,4,3,4,3,1,1,2475,4
1142,25,309,2,3,3,82,3,1,2,2187,19655,4,8,3,3,0,6,3,3,2,0,1,2,1093,2
1143,28,1169,8,2,2,63,2,1,4,4936,23965,1,7,3,4,1,6,6,3,5,1,0,4,2468,4
1144,52,723,8,4,3,85,2,2,2,4941,17747,2,9,3,1,0,11,3,2,8,2,7,7,2470,3
1145,42,926,21,2,3,36,3,2,3,5265,16439,2,10,3,2,1,11,5,3,5,3,0,2,2632,3
1146,25,141,3,1,3,98,3,2,1,4194,14363,1,12,3,4,0,5,3,3,5,3,0,3,2097,2
1147,41,552,4,3,3,60,1,2,2,6430,20794,6,13,4,2,1,10,4,3,3,2,1,2,3215,2
1148,45,1385,20,2,3,79,3,4,4,13496,7501,0,8,3,2,0,21,2,3,20,7,4,10,0,5
1149,39,1485,25,2,3,71,3,3,3,10920,3449,3,15,4,2,1,13,2,3,6,4,0,5,0,5
1150,50,797,4,1,1,96,3,5,2,19144,15815,3,8,3,1,2,28,4,2,10,4,1,6,0,2
1151,58,1055,1,3,4,76,3,5,1,19701,22456,3,15,4,3,1,32,3,3,9,8,1,5,2755,2
1152,45,306,26,4,1,100,3,2,1,4286,5630,2,8,3,4,2,5,4,3,1,1,0,0,1344,4
1153,35,130,25,4,4,96,3,1,2,2022,16612,1,13,3,1,1,10,3,2,10,2,7,8,1011,4
1154,21,391,15,2,3,96,3,1,4,1232,19281,1,8,3,4,0,0,6,3,0,0,0,0,616,5
1155,32,1184,1,3,3,70,2,1,2,2332,3974,6,14,3,3,0,5,3,3,3,0,0,2,1166,2
1156,40,1398,2,4,3,79,3,5,3,18041,13022,0,8,3,4,0,21,2,3,20,15,1,12,0,4
1157,29,986,3,4,2,93,2,3,3,11935,21526,1,12,3,3,0,10,2,3,10,2,0,7,5967,3
1158,33,775,4,3,4,90,3,2,2,3055,6194,5,9,3,4,2,11,2,2,9,8,1,7,1527,1
1159,46,849,26,2,2,98,2,2,2,7991,25166,8,9,3,3,0,6,3,3,2,2,2,2,3995,3
1160,49,1495,5,4,1,96,3,2,3,6651,21534,2,8,3,2,1,20,0,2,3,2,1,2,3325,4
1161,41,337,8,3,3,54,3,2,2,4393,26841,5,15,4,3,1,14,3,3,5,4,1,4,2196,4
1162,20,654,21,3,3,43,4,1,4,2678,5050,1,11,3,4,0,2,2,3,2,1,2,2,1339,5
1163,40,555,2,3,2,78,2,2,3,3448,13436,6,16,4,2,1,20,3,3,1,0,0,0,1724,2
1164,30,288,2,3,3,99,2,2,4,4152,15830,1,13,4,1,3,11,3,3,11,10,10,8,2076,4
1165,31,1125,7,4,1,68,3,3,1,9637,8277,2,8,3,4,2,9,3,3,3,2,2,2,0,2
1166,35,1229,8,1,4,36,4,1,4,2269,4892,1,13,3,4,0,1,2,3,1,0,0,1,1134,4
1167,40,616,2,2,3,99,3,1,1,3377,25605,4,11,3,4,1,7,5,2,4,3,0,2,1688,2
1168,49,174,8,4,4,56,2,4,2,13120,11879,6,11,3,2,1,22,3,3,9,8,2,3,0,2
1169,41,1206,23,2,4,80,3,3,3,7082,11591,3,10,3,4,0,21,2,3,2,0,0,2,3541,4
1170,23,373,1,2,4,47,3,1,3,1223,16901,1,16,4,4,1,1,2,3,1,0,0,1,611,4
1171,32,964,1,2,1,34,1,2,2,6735,12147,6,9,3,2,0,10,2,3,0,0,0,0,3367,4
1172,37,921,10,3,3,98,3,1,1,3452,17663,6,14,3,2,1,17,3,3,5,4,0,3,1726,2
1173,45,561,2,3,4,61,3,2,2,4805,16177,0,13,4,2,1,9,3,4,8,7,3,7,2402,2
1174,26,471,24,3,3,66,1,1,4,2340,23213,1,12,3,2,0,1,3,1,1,0,0,0,1170,4
1175,35,880,12,4,4,36,3,2,4,4581,10414,3,18,4,1,0,13,2,4,11,9,6,7,2290,5
1176,46,1211,5,4,1,98,3,2,4,5772,20445,4,15,4,3,0,14,4,3,9,6,0,8,2886,4
1177,32,515,1,3,4,62,2,1,3,3730,9571,0,8,3,4,0,4,2,1,3,2,1,2,1865,2
1178,25,1219,4,1,4,32,3,1,4,3691,4605,1,9,3,2,1,7,3,4,7,7,5,6,914,3
1179,45,1199,7,4,1,77,4,2,3,6434,5118,4,11,3,4,1,9,1,3,3,2,0,2,0,3
1180,29,144,10,1,4,39,2,2,2,8268,11866,1,8,3,1,2,7,2,3,7,7,1,7,3598,2
1181,30,160,3,3,3,71,3,1,3,2083,22653,1,14,4,3,1,1,2,3,1,0,0,0,1041,2
1182,53,661,1,4,1,60,2,4,3,12965,22308,4,14,4,4,3,27,2,2,3,2,0,2,6482,3
1183,37,124,3,3,4,35,3,2,2,4107,13848,3,9,3,1,0,8,3,2,4,3,0,1,2053,3
1184,33,922,1,5,1,95,4,4,3,16184,22578,4,13,4,3,1,10,2,3,6,1,0,5,6394,3
1185,54,966,1,4,4,53,3,3,3,10502,9659,7,11,3,1,1,33,2,1,5,4,1,4,0,2
1186,36,1425,14,1,3,68,3,2,4,6586,4821,0,11,3,1,1,17,2,2,16,8,4,11,0,5
1187,28,1117,8,2,4,66,3,1,4,3310,4488,1,15,3,4,0,5,3,3,5,3,0,2,1178,3
1188,22,617,3,1,2,34,3,2,3,4171,10022,0,13,4,1,1,4,3,4,3,2,0,2,2085,3
1189,27,1277,8,5,1,87,1,1,3,4621,5869,1,13,4,4,3,3,4,3,3,2,1,2,1248,4
1190,50,804,9,3,1,64,3,1,4,2380,20165,4,12,3,2,0,8,5,3,1,0,0,0,1190,5
1191,50,813,17,5,4,50,2,3,1,13269,21981,5,9,3,3,3,19,3,3,14,11,1,11,6634,2
1192,52,1030,5,3,2,64,3,3,2,8446,21534,9,13,4,3,0,10,2,2,8,7,7,7,4223,4
1193,34,1320,20,3,3,89,4,1,3,2585,21643,0,11,3,4,0,2,5,2,1,0,0,0,1292,3
1194,47,1454,2,4,4,65,2,1,4,3294,13137,1,12,3,1,0,3,3,2,3,2,1,2,1647,4
1195,23,507,20,1,1,97,3,2,3,2272,24812,0,8,3,2,0,5,2,3,4,3,1,2,1136,3
1196,34,658,7,3,1,66,1,2,3,6074,22887,1,18,4,4,0,9,3,3,9,7,0,6,3037,3
1197,29,1090,10,3,4,83,3,1,2,2297,17967,1,8,3,4,2,2,2,3,2,2,2,2,1148,2
1198,39,792,1,3,4,77,3,2,4,6472,8989,1,9,4,4,1,9,2,3,9,8,5,8,2517,3
1199,43,1473,8,4,3,74,3,2,3,4522,2227,4,8,3,4,0,8,3,3,5,2,0,2,0,2
1200,24,673,11,2,1,96,4,2,3,4011,8232,0,12,3,4,1,5,5,2,4,2,1,3,2005,3
1201,35,662,18,4,4,67,3,2,3,4614,23288,0,12,3,3,1,5,0,2,4,2,3,2,2307,4
1202,39,1431,1,4,3,96,3,1,3,2232,15417,7,8,3,3,3,7,1,3,3,2,1,2,1116,1
1203,35,144,22,3,4,46,1,1,3,4230,19225,0,9,3,3,0,6,2,3,5,4,4,3,2115,4
1204,36,188,7,4,2,65,3,1,4,4678,23293,2,12,3,3,0,8,6,3,6,2,0,1,2339,3
1205,43,1422,2,4,1,92,3,2,4,5675,19246,1,14,4,3,1,7,5,3,7,7,7,7,2837,3
1206,38,1321,1,4,4,86,3,2,2,4440,7636,0,9,3,1,2,16,3,3,15,13,5,8,2220,2
1207,54,685,3,3,4,85,3,4,4,17779,23474,3,8,3,1,0,36,2,3,10,9,0,9,5695,3
1208,31,1003,5,3,1,51,3,2,3,8346,20943,1,13,4,3,1,6,3,3,5,2,0,2,4173,3
1209,36,1105,24,4,2,47,3,2,2,5674,6927,7,9,3,3,1,11,3,3,9,8,0,8,1253,3
1210,58,601,7,4,3,53,2,3,1,10008,12023,7,8,3,4,0,31,0,2,10,9,5,9,2015,1
1211,49,1245,18,4,4,58,2,5,3,19502,2125,1,11,3,3,1,31,5,3,31,9,0,9,0,5
1212,60,370,1,4,3,92,1,3,4,10883,20467,3,14,4,3,1,19,2,4,1,0,0,0,5441,4
1213,35,802,10,3,2,45,3,1,4,3917,9541,1,14,4,1,1,3,4,2,3,2,1,2,1958,4
1214,37,1141,11,2,1,61,1,2,2,4777,14382,5,9,3,1,0,15,2,1,1,0,0,0,2388,3
1215,45,193,6,4,4,52,3,3,1,13245,15067,4,8,3,2,0,17,3,4,0,0,0,0,1822,1
1216,26,192,1,2,1,59,2,1,1,3955,11141,1,10,3,1,2,6,2,3,5,3,1,3,1977,2
1217,35,735,6,1,3,66,3,1,3,3506,6020,0,8,3,4,0,4,3,3,3,2,2,2,1753,3
1218,31,525,6,4,1,66,4,2,4,5460,6219,4,16,4,4,2,13,4,4,7,7,5,7,759,4
1219,40,300,26,3,3,74,3,2,1,8396,22217,1,8,3,2,1,8,3,2,7,7,7,5,4198,4
1220,40,580,5,4,4,48,2,3,1,10475,23772,5,15,4,3,1,20,2,3,18,13,1,12,5237,2
1221,29,408,25,5,3,71,2,1,2,2546,18300,5,10,3,2,0,6,2,4,2,2,1,1,1273,0
1222,50,562,8,2,2,50,3,2,3,6796,23452,3,8,3,1,1,18,4,3,4,3,1,3,3398,3
1223,35,992,1,3,4,68,2,1,1,2450,21731,1,13,4,2,0,3,3,3,3,0,1,2,1225,2
1224,23,427,7,3,3,99,3,1,4,2275,25103,1,15,4,2,1,3,2,3,3,2,0,2,1137,4
1225,27,798,6,4,1,66,2,1,3,2187,5013,0,6,3,3,2,6,5,2,5,3,0,3,1093,3
1226,36,172,4,4,1,37,2,2,4,5810,22604,1,10,3,3,0,10,2,2,10,4,1,8,2905,3
1227,42,635,1,1,2,99,3,2,3,4907,24532,1,19,4,3,0,20,3,3,20,16,11,6,2453,3
1228,45,374,20,3,4,50,3,2,3,4850,23333,8,9,3,3,0,8,3,3,5,3,0,1,2425,5
1229,29,726,29,1,4,93,1,2,3,6384,21143,8,11,3,4,2,11,3,3,7,0,1,6,3192,5
1230,31,249,6,4,2,76,1,2,3,6172,20739,4,12,3,2,0,12,3,2,7,7,7,7,3086,4
1231,39,117,10,1,3,99,3,4,1,17068,5355,1,8,3,4,0,21,3,3,21,9,11,10,0,2
1232,29,1176,3,2,2,62,3,2,3,5561,3487,1,8,3,1,1,6,5,2,6,0,1,2,0,2
1233,49,1023,2,3,4,63,2,2,2,5390,13243,2,8,3,4,0,17,3,2,9,6,0,8,2695,2
1234,24,1353,3,2,1,33,3,2,3,4999,17519,0,15,3,1,1,4,2,2,3,2,0,2,2499,2
1235,49,464,16,3,4,74,3,1,1,2587,24941,4,10,3,2,1,17,2,2,2,2,2,2,1293,3
1236,34,629,27,2,4,95,3,1,2,2311,5711,2,9,3,4,0,9,3,3,3,2,1,2,1155,4
1237,48,1469,20,4,4,51,3,1,3,2259,5543,4,11,3,1,2,13,2,2,0,0,0,0,1129,4
1238,45,1238,1,1,3,74,2,3,3,10748,3395,3,17,4,4,1,25,3,2,23,15,14,4,0,2
1239,59,326,3,3,3,48,2,2,4,5171,16490,5,11,3,4,0,13,2,3,6,1,0,5,2585,3
1240,42,1147,10,3,3,31,3,4,1,16799,16616,0,8,3,3,1,21,5,3,20,7,0,9,0,1
1241,34,182,1,4,2,72,4,1,4,3280,13551,2,10,3,3,0,10,2,3,4,2,1,3,1640,2
1242,52,1053,1,2,4,70,3,4,4,17099,13829,2,9,3,2,1,26,2,2,9,8,7,8,0,2
1243,34,303,2,4,3,75,3,1,3,2231,11314,6,12,3,4,1,6,3,3,4,3,1,2,1115,3
1244,51,432,9,4,4,96,3,1,4,2075,18725,3,17,4,2,2,10,4,3,4,2,0,3,1037,4
1245,28,1144,10,1,4,74,3,1,2,1052,23384,1,16,4,2,0,1,5,3,1,0,0,0,526,4
1246,38,362,1,1,3,43,3,1,1,2619,14561,3,11,3,4,0,8,3,2,0,0,0,0,1309,1
1247,34,999,26,1,1,92,2,1,3,2029,15891,1,14,4,3,3,5,2,3,5,4,0,0,1014,5
