,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,HowToEmploy
1193,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,No,New_graduate_recruitment
1194,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,Yes,New_graduate_recruitment
1195,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,intern
1196,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Yes,New_graduate_recruitment
1197,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Divorced,No,New_graduate_recruitment
1198,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,intern
1199,Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,Divorced,Yes,New_graduate_recruitment
1200,Non-Travel,Research & Development,Other,Female,Manufacturing Director,Divorced,No,New_graduate_recruitment
1201,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,Yes,agent_A
1202,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,No,New_graduate_recruitment
1203,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,agent_C
1204,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,No,New_graduate_recruitment
1205,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,New_graduate_recruitment
1206,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,New_graduate_recruitment
1207,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,agent_A
1208,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,No,direct_recruting
1209,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,New_graduate_recruitment
1210,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,Yes,direct_recruting
1211,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,Yes,New_graduate_recruitment
1212,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,No,New_graduate_recruitment
1213,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,No,New_graduate_recruitment
1214,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,No,agent_A
1215,Travel_Rarely,Research & Development,Other,Male,Research Director,Married,Yes,agent_A
1216,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,agent_A
1217,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,intern
1218,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,New_graduate_recruitment
1219,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,New_graduate_recruitment
1220,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,Yes,New_graduate_recruitment
1221,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,No,New_graduate_recruitment
1222,Travel_Frequently,Sales,Technical Degree,Male,Sales Executive,Married,Yes,New_graduate_recruitment
1223,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,No,agent_A
1224,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Divorced,Yes,New_graduate_recruitment
1225,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,No,intern
1226,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,New_graduate_recruitment
1227,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,agent_A
1228,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,New_graduate_recruitment
1229,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,direct_recruting
1230,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,intern
1231,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,Yes,intern
1232,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,No,New_graduate_recruitment
1233,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,No,New_graduate_recruitment
1234,Travel_Rarely,Sales,Other,Female,Sales Executive,Married,No,agent_C
1235,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,Yes,New_graduate_recruitment
1236,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,New_graduate_recruitment
1237,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,New_graduate_recruitment
1238,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,direct_recruting
1239,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,direct_recruting
1240,Travel_Rarely,Human Resources,Human Resources,Female,Manager,Married,No,New_graduate_recruitment
1241,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,agent_A
1242,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,No,New_graduate_recruitment
1243,Travel_Frequently,Sales,Marketing,Female,Sales Representative,Married,No,New_graduate_recruitment
1244,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,New_graduate_recruitment
1245,Travel_Rarely,Sales,Medical,Male,Sales Representative,Married,No,New_graduate_recruitment
1246,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,New_graduate_recruitment
1247,Non-Travel,Research & Development,Technical Degree,Female,Research Scientist,Divorced,No,New_graduate_recruitment
1248,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,New_graduate_recruitment
1249,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,No,agent_B
1250,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,No,intern
1251,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,Yes,New_graduate_recruitment
1252,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,Yes,New_graduate_recruitment
1253,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,New_graduate_recruitment
1254,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,Yes,agent_C
1255,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Yes,intern
1256,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,New_graduate_recruitment
1257,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,New_graduate_recruitment
1258,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,New_graduate_recruitment
1259,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Divorced,No,agent_B
1260,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,agent_A
1261,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,agent_C
1262,Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Single,No,agent_C
1263,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,No,New_graduate_recruitment
1264,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,Yes,New_graduate_recruitment
1265,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,direct_recruting
1266,Travel_Frequently,Sales,Medical,Male,Sales Executive,Divorced,No,agent_A
1267,Non-Travel,Research & Development,Medical,Female,Research Scientist,Single,Yes,agent_B
1268,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,No,New_graduate_recruitment
1269,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,New_graduate_recruitment
1270,Travel_Rarely,Sales,Marketing,Female,Manager,Single,Yes,agent_A
1271,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Single,No,New_graduate_recruitment
1272,Travel_Frequently,Sales,Medical,Female,Sales Executive,Divorced,Yes,agent_C
1273,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,No,agent_A
1274,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,New_graduate_recruitment
1275,Travel_Rarely,Sales,Life Sciences,Male,Manager,Single,No,New_graduate_recruitment
1276,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,agent_B
1277,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,No,New_graduate_recruitment
1278,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Single,No,New_graduate_recruitment
1279,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,direct_recruting
1280,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,New_graduate_recruitment
1281,Travel_Frequently,Research & Development,Other,Male,Laboratory Technician,Married,No,direct_recruting
1282,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,No,agent_B
1283,Travel_Rarely,Human Resources,Human Resources,Female,Human Resources,Married,No,New_graduate_recruitment
1284,Travel_Rarely,Sales,Medical,Female,Sales Representative,Divorced,Yes,New_graduate_recruitment
1285,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,New_graduate_recruitment
1286,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,agent_C
1287,Non-Travel,Human Resources,Life Sciences,Male,Human Resources,Divorced,No,New_graduate_recruitment
1288,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,New_graduate_recruitment
1289,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,agent_B
1290,Non-Travel,Research & Development,Medical,Male,Manager,Single,No,intern
1291,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,intern
1292,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,agent_A
1293,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,No,agent_C
1294,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,New_graduate_recruitment
1295,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Yes,agent_A
1296,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,agent_A
1297,Travel_Rarely,Sales,Life Sciences,Male,Manager,Single,No,New_graduate_recruitment
1298,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,No,New_graduate_recruitment
1299,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Single,No,agent_C
1300,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,Yes,New_graduate_recruitment
1301,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,Yes,New_graduate_recruitment
1302,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,New_graduate_recruitment
1303,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,New_graduate_recruitment
1304,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,agent_A
1305,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,New_graduate_recruitment
1306,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,No,New_graduate_recruitment
1307,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Single,Yes,intern
1308,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Single,Yes,New_graduate_recruitment
1309,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,New_graduate_recruitment
1310,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,New_graduate_recruitment
1311,Non-Travel,Sales,Other,Male,Sales Executive,Divorced,No,New_graduate_recruitment
1312,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,New_graduate_recruitment
1313,Non-Travel,Research & Development,Medical,Male,Research Scientist,Single,No,agent_C
1314,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,Yes,New_graduate_recruitment
1315,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,Yes,intern
1316,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,agent_B
1317,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,New_graduate_recruitment
1318,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,No,New_graduate_recruitment
1319,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,agent_A
1320,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,No,New_graduate_recruitment
1321,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,agent_B
1322,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,No,New_graduate_recruitment
1323,Non-Travel,Research & Development,Medical,Male,Manager,Single,No,New_graduate_recruitment
1324,Travel_Frequently,Research & Development,Life Sciences,Male,Research Director,Married,No,intern
1325,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,No,New_graduate_recruitment
1326,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,agent_A
1327,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,No,New_graduate_recruitment
1328,Travel_Rarely,Research & Development,Other,Male,Healthcare Representative,Single,No,New_graduate_recruitment
1329,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,New_graduate_recruitment
1330,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Divorced,No,New_graduate_recruitment
1331,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,No,intern
1332,Travel_Frequently,Sales,Medical,Male,Sales Executive,Divorced,No,direct_recruting
1333,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,New_graduate_recruitment
1334,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,intern
1335,Non-Travel,Human Resources,Medical,Male,Human Resources,Married,No,New_graduate_recruitment
1336,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,No,New_graduate_recruitment
1337,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,agent_C
1338,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,No,agent_A
1339,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,Yes,New_graduate_recruitment
1340,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Divorced,No,New_graduate_recruitment
1341,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,intern
1342,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,agent_A
1343,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Married,Yes,New_graduate_recruitment
1344,Non-Travel,Research & Development,Medical,Male,Manager,Married,No,New_graduate_recruitment
1345,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,No,New_graduate_recruitment
1346,Travel_Rarely,Sales,Other,Male,Sales Executive,Single,No,New_graduate_recruitment
1347,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,Yes,New_graduate_recruitment
1348,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,New_graduate_recruitment
1349,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,New_graduate_recruitment
1350,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,No,New_graduate_recruitment
1351,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,No,New_graduate_recruitment
1352,Travel_Rarely,Human Resources,Medical,Male,Manager,Single,Yes,New_graduate_recruitment
1353,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,No,intern
1354,Non-Travel,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,New_graduate_recruitment
1355,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Married,No,New_graduate_recruitment
1356,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,Yes,agent_A
1357,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,No,New_graduate_recruitment
1358,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,No,agent_A
1359,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,No,intern
1360,Travel_Rarely,Sales,Other,Female,Sales Representative,Single,No,New_graduate_recruitment
1361,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,No,agent_A
1362,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,intern
1363,Travel_Frequently,Research & Development,Life Sciences,Male,Research Director,Married,Yes,agent_A
1364,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,No,New_graduate_recruitment
1365,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Single,No,intern
1366,Travel_Frequently,Sales,Technical Degree,Female,Sales Executive,Married,No,agent_A
1367,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,No,New_graduate_recruitment
1368,Travel_Rarely,Sales,Marketing,Female,Manager,Married,No,New_graduate_recruitment
1369,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Divorced,Yes,agent_B
1370,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Divorced,Yes,New_graduate_recruitment
1371,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,intern
1372,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,agent_A
1373,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,New_graduate_recruitment
1374,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,direct_recruting
1375,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,intern
1376,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,agent_C
1377,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,No,direct_recruting
1378,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,New_graduate_recruitment
1379,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,New_graduate_recruitment
1380,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Married,No,New_graduate_recruitment
1381,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,New_graduate_recruitment
1382,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,New_graduate_recruitment
1383,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,Yes,New_graduate_recruitment
1384,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Single,No,New_graduate_recruitment
1385,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Divorced,No,agent_B
1386,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,No,intern
1387,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,New_graduate_recruitment
1388,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,New_graduate_recruitment
1389,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,Yes,direct_recruting
1390,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,No,intern
1391,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,intern
1392,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Married,No,agent_C
1393,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,agent_A
1394,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,New_graduate_recruitment
1395,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,New_graduate_recruitment
1396,Travel_Rarely,Research & Development,Medical,Female,Manager,Divorced,No,New_graduate_recruitment
1397,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,No,New_graduate_recruitment
1398,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,No,intern
1399,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,intern
1400,Travel_Rarely,Research & Development,Other,Female,Research Director,Married,No,New_graduate_recruitment
1401,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Married,No,New_graduate_recruitment
1402,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,agent_C
1403,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,intern
1404,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,No,direct_recruting
1405,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Married,No,agent_A
1406,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,New_graduate_recruitment
1407,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Single,Yes,New_graduate_recruitment
1408,Travel_Frequently,Research & Development,Medical,Male,Manager,Married,No,New_graduate_recruitment
1409,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,No,New_graduate_recruitment
1410,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,No,direct_recruting
1411,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,New_graduate_recruitment
1412,Non-Travel,Research & Development,Medical,Male,Healthcare Representative,Divorced,Yes,New_graduate_recruitment
1413,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,agent_A
1414,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,No,agent_A
1415,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,No,New_graduate_recruitment
1416,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,No,New_graduate_recruitment
1417,Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Married,Yes,New_graduate_recruitment
1418,Travel_Rarely,Sales,Life Sciences,Female,Manager,Single,No,agent_A
1419,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,New_graduate_recruitment
1420,Travel_Frequently,Research & Development,Other,Female,Laboratory Technician,Married,No,New_graduate_recruitment
1421,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Yes,New_graduate_recruitment
1422,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Yes,direct_recruting
1423,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,No,New_graduate_recruitment
1424,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,No,New_graduate_recruitment
1425,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,New_graduate_recruitment
1426,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,intern
1427,Travel_Frequently,Research & Development,Technical Degree,Female,Manufacturing Director,Single,No,intern
1428,Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,No,New_graduate_recruitment
1429,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Divorced,No,New_graduate_recruitment
1430,Travel_Frequently,Research & Development,Medical,Female,Research Director,Single,No,direct_recruting
1431,Travel_Frequently,Research & Development,Other,Male,Research Scientist,Divorced,No,New_graduate_recruitment
1432,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,New_graduate_recruitment
1433,Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,Single,Yes,New_graduate_recruitment
1434,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,New_graduate_recruitment
1435,Non-Travel,Sales,Marketing,Male,Sales Executive,Divorced,No,New_graduate_recruitment
1436,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,New_graduate_recruitment
1437,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,New_graduate_recruitment
1438,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,No,New_graduate_recruitment
1439,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,No,New_graduate_recruitment
1440,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,New_graduate_recruitment
1441,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Single,Yes,New_graduate_recruitment
1442,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,New_graduate_recruitment
1443,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Yes,New_graduate_recruitment
1444,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,No,New_graduate_recruitment
1445,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,New_graduate_recruitment
1446,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Divorced,No,intern
1447,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,No,New_graduate_recruitment
1448,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Yes,New_graduate_recruitment
1449,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,No,intern
1450,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,New_graduate_recruitment
1451,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,No,New_graduate_recruitment
1452,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,Yes,intern
1453,Travel_Frequently,Research & Development,Medical,Female,Manager,Married,No,direct_recruting
1454,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,No,New_graduate_recruitment
1455,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,New_graduate_recruitment
1456,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Single,Yes,New_graduate_recruitment
1457,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Yes,agent_B
1458,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Married,No,New_graduate_recruitment
1459,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,New_graduate_recruitment
1460,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Married,No,agent_A
1461,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,No,New_graduate_recruitment
1462,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,No,New_graduate_recruitment
1463,Non-Travel,Sales,Medical,Male,Sales Executive,Married,No,New_graduate_recruitment
1464,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Yes,intern
1465,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,No,New_graduate_recruitment
1466,Non-Travel,Research & Development,Medical,Female,Healthcare Representative,Divorced,No,New_graduate_recruitment
1467,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,agent_A
1468,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,No,intern
1469,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Yes,New_graduate_recruitment
